"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","batch_size","dropout_rate","embedding","focal_gamma","l1_lambda","label_smoothing","learning_rate","loss_reduction","loss_type","lr_scheduler","method","metric.goal","metric.name","model_dim","norm_first","num_encoder_layers","num_heads","optimizer","parameters.activations","parameters.batch_sizes","parameters.dropout_rates","parameters.embeddings","parameters.focal_gammas","parameters.l1_lambdas","parameters.label_smoothings","parameters.learning_rates","parameters.loss_reductions","parameters.loss_types","parameters.lr_schedulers","parameters.model_dims","parameters.norm_firsts","parameters.num_encoder_layerss","parameters.num_headss","parameters.optimizers","parameters.pooling_types","parameters.pos_encoding_scalings","parameters.weight_decays","pooling_type","pos_encoding_scaling","weight_decay","best_model_path","train/accuracy","train/f1_macro","train/f1_weighted","train/loss","train/precision_macro","train/precision_weighted","train/recall_macro","train/recall_weighted","val/accuracy","val/f1_score_macro","val/f1_score_weighted","val/loss","val/precision_macro","val/precision_weighted","val/recall_macro","val/recall_weighted"
"desert-sweep-70","finished","-","","","2025-02-06T06:26:06.000Z","4751","ye0zge1d","gelu","64","0.1","true","0","0.00001","0.01","0.0001","mean","focal","ReduceLROnPlateau","","","","256","false","6","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/desert-sweep-70_9peevym9/model_epoch_11_loss_0.9581.pt","0.9839837572649436","0.8626521832217519","0.9844393194243308","0.08494529111877731","0.8648873575164154","0.9855498966674692","0.8711442464207786","0.9839837572649436","0.9454893801116582","0.8124227196186363","0.9517213049237444","0.1473409162149599","0.8133229309379543","0.971873532360158","0.8532578137443838","0.9454893801116582"
"easy-sweep-69","finished","-","","","2025-02-06T05:55:27.000Z","1835","ye0zge1d","relu","128","0.4","true","2","0.0001","0.05","0.0001","mean","focal","ReduceLROnPlateau","","","","256","true","5","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/easy-sweep-69_v3bgdnet/model_epoch_2_loss_0.9393.pt","0.9677248441854164","0.5583232137210815","0.9671393757537056","0.04701605688261859","0.5630340317157041","0.967036041288874","0.5647762374833664","0.9677248441854164","0.932469458808018","0.5517470391533497","0.9355572014496428","0.11422522190566126","0.5655548681780243","0.95827969521962","0.5712983711812147","0.932469458808018"
"glowing-sweep-68","finished","-","","","2025-02-06T05:04:05.000Z","3078","ye0zge1d","gelu","64","0.1","true","2","0.00001","0","0.0001","mean","focal","CosineAnnealingLR","","","","128","true","2","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/glowing-sweep-68_ledmj3rc/model_epoch_12_loss_0.9582.pt","0.98294027478372","0.8530164073359431","0.9834271332244988","0.010480301475161742","0.8631262143116679","0.9843876078941128","0.8566944050832255","0.98294027478372","0.9424610123400836","0.8176805670303474","0.9456541102669986","0.06506430973270118","0.8326134447136432","0.9654540380769184","0.8342337145923447","0.9424610123400836"
"fine-sweep-67","finished","-","","","2025-02-05T23:01:50.000Z","21729","ye0zge1d","gelu","128","0.3","true","2","0","0.01","0.000001","mean","focal","CosineAnnealingLR","","","","128","true","6","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/fine-sweep-67_58qrbit6/model_epoch_142_loss_0.9258.pt","0.929965338585798","0.4469379060946233","0.9311064795316704","0.0688831641890232","0.4535060838703153","0.93500888397812","0.45831369897310115","0.929965338585798","0.9211800333738488","0.448314498031798","0.9256940160500852","0.11287355291730676","0.4787892971355605","0.9521051043391526","0.4790254900230794","0.9211800333738488"
"polished-sweep-66","finished","-","","","2025-02-05T20:25:14.000Z","9389","ye0zge1d","relu","64","0.1","true","2","0","0","0.000001","mean","focal","CosineAnnealingLR","","","","128","true","5","16","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/polished-sweep-66_kxycvib8/model_epoch_39_loss_0.7507.pt","0.8232065650417191","0.20825978738681167","0.7794449934235768","0.26615965436935796","0.23863490522778227","0.8080670520110627","0.23643920111166125","0.8232065650417191","0.7603263220782431","0.17372195531389467","0.7168384665094297","0.29347574555748224","0.199260146910616","0.7590320586966489","0.2075988082816041","0.7603263220782431"
"fast-sweep-65","finished","-","","","2025-02-05T19:58:06.000Z","1623","ye0zge1d","gelu","64","0.2","true","1","0.00001","0.2","0.0001","mean","focal","CosineAnnealingLR","","","","256","false","4","4","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/fast-sweep-65_sax125hm/model_epoch_0_loss_0.9208.pt","0.4250654198803635","0.024475373986348588","0.2993534134874274","1.0106307137796104","0.023526483062980004","0.2605654714514352","0.035351301759282854","0.4250654198803635","0.4321501411178179","0.01961890556438524","0.3046834842360805","0.9562784504042312","0.01584482869843033","0.253352583141673","0.029783686327723335","0.4321501411178179"
"playful-sweep-64","finished","-","","","2025-02-05T17:56:24.000Z","7296","ye0zge1d","relu","128","0.2","true","0","0.0001","0.05","0.000001","mean","focal","CosineAnnealingLR","","","","128","true","4","4","adam","","","","","","","","","","","","","","","","","","","","mean","1","0","models/playful-sweep-64_2zev4n3g/model_epoch_59_loss_0.8476.pt","0.9013059709038256","0.43945269241859025","0.9043499953637064","0.37657449928191383","0.42923798993326034","0.9140371459244924","0.46828439492145135","0.9013059709038256","0.8545147401166024","0.34905897130807817","0.8442071994534192","0.42726327384773055","0.35963637741384147","0.8559070356755057","0.403800677905999","0.8545147401166024"
"feasible-sweep-63","finished","-","","","2025-02-05T10:00:15.000Z","28564","ye0zge1d","relu","128","0.4","true","3","0.00001","0","0.000001","mean","focal","ReduceLROnPlateau","","","","512","false","5","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0","models/feasible-sweep-63_zcrmrm7a/model_epoch_66_loss_0.9365.pt","0.9542606845730418","0.6104809256745755","0.9564515369357184","0.023401605675781992","0.610651205725102","0.9603047608658508","0.6338262469793099","0.9542606845730418","0.9315218063080696","0.6409273642240213","0.9364809351882044","0.12147870744995184","0.6506013637879319","0.9583838643462512","0.686108442801988","0.9315218063080696"
"magic-sweep-62","finished","-","","","2025-02-05T09:45:46.000Z","851","ye0zge1d","relu","256","0.1","true","1","0.0001","0","0.0001","mean","focal","CosineAnnealingLR","","","","256","false","2","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/magic-sweep-62_3vfh6qb4/model_epoch_1_loss_0.7904.pt","0.7401809511868602","0.12065921718620665","0.6610608639057822","0.4151087569277232","0.13872654589398076","0.6287749402191201","0.1386383158605596","0.7401809511868602","0.6389031952370161","0.08972508071487054","0.5567456860915148","0.4466181453905608","0.07979155247106473","0.5221685169970554","0.11900297316389788","0.6389031952370161"
"glowing-sweep-61","finished","-","","","2025-02-05T08:49:02.000Z","3398","ye0zge1d","gelu","128","0.3","true","2","0.00001","0.05","0.001","mean","focal","CosineAnnealingLR","","","","128","true","4","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/glowing-sweep-61_c5wwixdi/model_epoch_23_loss_0.9577.pt","0.9828068060942612","0.8227002954330896","0.9828933848876266","0.01658449782735637","0.8222853114170109","0.9833084473731928","0.8297170714761156","0.9828068060942612","0.9533178138068849","0.768469912508185","0.955069272508992","0.09864433166865064","0.767526463656487","0.9699749733090748","0.8133687661300287","0.9533178138068849"
"solar-sweep-60","finished","-","","","2025-02-05T08:24:16.000Z","1482","ye0zge1d","gelu","128","0.3","true","1","0","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","128","true","1","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/solar-sweep-60_er4etzld/model_epoch_11_loss_0.9574.pt","0.9855287584580726","0.80311275122998","0.984995895265236","0.03637800755115854","0.8156329291773013","0.9866586837035182","0.803679680179465","0.9855287584580726","0.9559753610350014","0.8071825288693202","0.9554638379930872","0.2152037446338095","0.823799616245735","0.972119048543184","0.8179499129205111","0.9559753610350014"
"fancy-sweep-59","finished","-","","","2025-02-05T07:04:48.000Z","4763","ye0zge1d","gelu","256","0.3","true","1","0.0001","0","0.00001","mean","focal","ReduceLROnPlateau","","","","128","false","4","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/fancy-sweep-59_7bt1hz44/model_epoch_43_loss_0.9245.pt","0.9408652815582672","0.4963536368375422","0.94154669655613","0.05723844013730253","0.48979602695404273","0.9437798094018748","0.5127125041800731","0.9408652815582672","0.9189757112544036","0.5001373652273836","0.9225866391177334","0.1177383487357905","0.5228206089702755","0.948566117336732","0.5322103091203456","0.9189757112544036"
"dry-sweep-58","finished","-","","","2025-02-05T06:24:06.000Z","2437","ye0zge1d","gelu","256","0.2","true","3","0.0001","0","0.00001","mean","focal","CosineAnnealingLR","","","","256","true","1","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/dry-sweep-58_tt0ua3mz/model_epoch_26_loss_0.9330.pt","0.9448288971846196","0.5366183349525501","0.9470050157495988","0.03528500589885311","0.5296502965758771","0.9511042403479802","0.5601247841373089","0.9448288971846196","0.9244556148410622","0.5559422459111794","0.9307547959966244","0.0943975077157742","0.5655056253039034","0.9564998884237644","0.5922878150999993","0.9244556148410622"
"lively-sweep-57","finished","-","","","2025-02-05T03:31:42.000Z","10322","ye0zge1d","gelu","128","0.4","true","2","0.00001","0.2","0.00001","mean","focal","ReduceLROnPlateau","","","","512","true","4","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/lively-sweep-57_efofznil/model_epoch_21_loss_0.9545.pt","0.9830171203928024","0.7260280292937082","0.9825602190294344","0.03575008754026387","0.7661064563189022","0.9826792364520688","0.7142892874961396","0.9830171203928024","0.9505778620135557","0.6715408462005327","0.9529834087068512","0.1879974245240814","0.6927994700174396","0.9727430088505024","0.6958828406324566","0.9505778620135557"
"pretty-sweep-56","finished","-","","","2025-02-05T01:03:01.000Z","8916","ye0zge1d","relu","128","0.3","true","2","0.0001","0.1","0.000001","mean","focal","ReduceLROnPlateau","","","","128","false","4","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/pretty-sweep-56_4iix2ec4/model_epoch_75_loss_0.8937.pt","0.9281978895769044","0.39084720192747285","0.925967455010574","0.12836352082482283","0.4166708992222524","0.928097269977321","0.404987807412524","0.9281978895769044","0.8955934158752394","0.3727674652912793","0.8933418477679631","0.1895603568538239","0.3699567822098634","0.9023544241107392","0.3968115357403619","0.8955934158752394"
"worldly-sweep-55","finished","-","","","2025-02-04T22:44:37.000Z","8300","ye0zge1d","relu","256","0.4","true","1","0","0.2","0.00001","mean","focal","ReduceLROnPlateau","","","","128","false","2","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/worldly-sweep-55_nou7zblx/model_epoch_113_loss_0.9405.pt","0.9772415661944032","0.5897329245273248","0.9762865694207868","0.06861787958178615","0.6184094516821294","0.976183894547395","0.5883993804768253","0.9772415661944032","0.9389382171772316","0.5730182687207842","0.9404745492253076","0.22628629866399264","0.5984153860362362","0.9613980657009844","0.5820141345666308","0.9389382171772316"
"gentle-sweep-54","finished","-","","","2025-02-04T22:26:53.000Z","1057","ye0zge1d","gelu","256","0.3","true","0","0.0001","0.05","0.001","mean","focal","CosineAnnealingLR","","","","128","false","6","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/gentle-sweep-54_v5e78kxl/model_epoch_2_loss_0.1130.pt","0.16254059672637705","0.012312209955485817","0.1282972338275458","0.6729290392828284","0.011393494755560674","0.10902558879277602","0.015001571900128153","0.16254059672637705","0.17714921406645928","0.004492239537350002","0.05331837913046844","0.7000725172067943","0.0026440181203949147","0.03138184404436421","0.014925373134328358","0.17714921406645928"
"neat-sweep-53","finished","-","","","2025-02-04T21:24:54.000Z","3713","ye0zge1d","gelu","64","0.4","true","1","0.00001","0","0.001","mean","focal","CosineAnnealingLR","","","","128","false","5","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/neat-sweep-53_ohyq60he/model_epoch_11_loss_0.9487.pt","0.956909835833512","0.5967711238060319","0.9587587267704684","0.03111163357897422","0.5711733988790105","0.9618752107031696","0.6396954954577948","0.956909835833512","0.9349415957644054","0.6636597350887623","0.9427015350742902","0.11400345914746154","0.6651806500599297","0.9668027409200078","0.7058841864364493","0.9349415957644054"
"honest-sweep-52","finished","-","","","2025-02-04T20:33:52.000Z","3051","ye0zge1d","relu","64","0.1","true","1","0.00001","0.2","0.0001","mean","focal","CosineAnnealingLR","","","","256","true","6","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/honest-sweep-52_goo3q68k/model_epoch_3_loss_0.9519.pt","0.9870697151454606","0.8895646153601957","0.9865826756790522","0.029820343576063668","0.8999557187270487","0.9877823352859432","0.8867933674799604","0.9870697151454606","0.948538349024536","0.8348653488031396","0.9472482029928532","0.1499639707530898","0.8438943604165632","0.963499768854426","0.8633648508519748","0.948538349024536"
"fearless-sweep-51","finished","-","","","2025-02-04T19:42:14.000Z","3095","ye0zge1d","gelu","256","0.2","true","3","0.0001","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","512","false","2","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0","models/fearless-sweep-51_icds9ugd/model_epoch_9_loss_0.9492.pt","0.9782324701009912","0.70569105720675","0.9761870588081846","0.03731866895874835","0.7391239517992827","0.9780813856352066","0.6981666749515261","0.9782324701009912","0.948991574133207","0.7037281007829039","0.944922502985406","0.12461750789692529","0.7260920400482395","0.9623591406863102","0.7289830418269589","0.948991574133207"
"polished-sweep-50","finished","-","","","2025-02-04T13:41:54.000Z","21615","ye0zge1d","gelu","128","0.4","true","1","0","0.01","0.000001","mean","focal","CosineAnnealingLR","","","","256","false","4","2","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/polished-sweep-50_e7gqs6lo/model_epoch_134_loss_0.8999.pt","0.9318055886980332","0.40936440791804535","0.9303076611572104","0.11169273180281648","0.4152552548899525","0.9342291729424822","0.42238951403131686","0.9318055886980332","0.8928534640819101","0.4075352418045688","0.897566785084121","0.14441295400457946","0.408488094264557","0.9162271636314392","0.4290984552377567","0.8928534640819101"
"honest-sweep-49","finished","-","","","2025-02-04T07:38:48.000Z","21782","ye0zge1d","relu","64","0.2","true","0","0.00001","0.05","0.000001","mean","focal","CosineAnnealingLR","","","","128","false","1","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/honest-sweep-49_mr28x7uz/model_epoch_153_loss_0.9287.pt","0.954681313170124","0.5137985372117505","0.9550993446241106","0.3469513277860655","0.5216078064714901","0.9571935158376852","0.5272547488172357","0.954681313170124","0.9256504810366494","0.4921468303634518","0.9286411611756435","0.4046891369367306","0.49575117339278224","0.9505560949321916","0.5243608645329441","0.9256504810366494"
"grateful-sweep-48","finished","-","","","2025-02-04T06:55:11.000Z","2612","ye0zge1d","gelu","256","0.3","true","1","0.00001","0.01","0.00001","mean","focal","CosineAnnealingLR","","","","512","false","1","16","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/grateful-sweep-48_myvmkmxu/model_epoch_14_loss_0.8409.pt","0.8694514436863243","0.22596839046937744","0.83801998586447","0.3911423377121951","0.2273810852547509","0.825377499163637","0.24020717024981864","0.8694514436863243","0.8218619311509857","0.19259337936006143","0.7837430963815303","0.39810658395290377","0.19343169704770455","0.7765624186749864","0.20994555967561696","0.8218619311509857"
"effortless-sweep-47","finished","-","","","2025-02-04T06:30:21.000Z","1484","ye0zge1d","relu","256","0.2","true","3","0.00001","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","256","true","6","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/effortless-sweep-47_32i50pig/model_epoch_0_loss_0.6715.pt","0.5084914398035988","0.03607492524208627","0.3852059670351559","0.8293873259246226","0.02941713311271262","0.3139280410303875","0.04806703335733125","0.5084914398035988","0.5501122762201026","0.03644084963266421","0.4236674816233261","0.7678896282848559","0.028938351726509166","0.3597971443468325","0.05883624354921301","0.5501122762201026"
"ethereal-sweep-46","finished","-","","","2025-02-04T05:36:49.000Z","3208","ye0zge1d","gelu","128","0.1","true","3","0","0.2","0.00001","mean","focal","CosineAnnealingLR","","","","128","false","5","8","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/ethereal-sweep-46_kkeas0tj/model_epoch_17_loss_0.9461.pt","0.985997921124049","0.8544531665810209","0.9856239866308548","0.019469002785331167","0.8712878448076798","0.9859449706146846","0.8524449733476678","0.985997921124049","0.9456129869594776","0.8002523805519921","0.9445889876941036","0.10842747852193976","0.7995724336422999","0.9596633058745224","0.8455138533649397","0.9456129869594776"
"major-sweep-45","finished","-","","","2025-02-04T02:31:28.000Z","11116","ye0zge1d","relu","128","0.1","true","0","0","0.1","0.000001","mean","focal","CosineAnnealingLR","","","","256","true","6","16","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/major-sweep-45_5m52jocm/model_epoch_38_loss_0.8946.pt","0.918256494465094","0.4364136213497525","0.9185107143140052","0.601729159584697","0.45534554000641014","0.9253870983448708","0.45579124493725687","0.918256494465094","0.8867555262561546","0.36631879053895106","0.894125037943513","0.6434740758255908","0.4020361715472625","0.9272702819098878","0.4053285450318166","0.8867555262561546"
"fine-sweep-44","finished","-","","","2025-02-04T01:37:31.000Z","3232","ye0zge1d","gelu","64","0.4","true","3","0","0.1","0.00001","mean","focal","CosineAnnealingLR","","","","256","false","4","4","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/fine-sweep-44_sftkplvj/model_epoch_8_loss_0.9020.pt","0.9054677673114956","0.2512882083095678","0.8830479249446246","0.27214958325537464","0.2713755596808795","0.8792665662363981","0.26125540314251433","0.9054677673114956","0.8688531344636493","0.2190329173199806","0.8447665109238154","0.2580821006724486","0.24560421901477927","0.8647266560676928","0.23997774634409796","0.8688531344636493"
"curious-sweep-43","finished","-","","","2025-02-04T01:09:53.000Z","1655","ye0zge1d","relu","256","0.3","true","2","0","0.1","0.001","mean","focal","ReduceLROnPlateau","","","","128","false","6","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/curious-sweep-43_ivaei5uc/model_epoch_7_loss_0.9420.pt","0.9761738166787328","0.5989607316013751","0.973851165708432","0.0417974645751056","0.6129288986049161","0.9750171507841204","0.6114970314226073","0.9761738166787328","0.9274427803300302","0.5456432295092444","0.9255570588992704","0.14006506398712334","0.5430314082816778","0.9322687847051848","0.5923747782227584","0.9274427803300302"
"sandy-sweep-42","finished","-","","","2025-02-04T00:42:08.000Z","1660","ye0zge1d","gelu","128","0.1","true","2","0.0001","0","0.00001","mean","focal","ReduceLROnPlateau","","","","512","true","2","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/sandy-sweep-42_5jk59ooh/model_epoch_0_loss_0.6246.pt","0.453243491379136","0.04674874272081203","0.3774395591929696","0.3265970182560739","0.05291932928337017","0.39993824886277574","0.06135356307909274","0.453243491379136","0.38973239117447106","0.03655993378191145","0.315800993895113","0.35186273632080933","0.03883774577226739","0.3727692193599216","0.06311819347765171","0.38973239117447106"
"feasible-sweep-41","finished","-","","","2025-02-04T00:14:09.000Z","1674","ye0zge1d","relu","128","0.1","true","1","0.00001","0.1","0.001","mean","focal","CosineAnnealingLR","","","","256","true","5","16","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/feasible-sweep-41_5cxkk4u7/model_epoch_0_loss_0.4356.pt","0.3950956323382501","0.017184440194660235","0.2394326516600267","0.7482955300289652","0.014751512779405508","0.1934853429837723","0.02966942553698853","0.3950956323382501","0.43229434910694053","0.017720867632840323","0.26987785594516556","0.7611072824189538","0.012869272031061203","0.1981993534734365","0.029149895641698908","0.43229434910694053"
"hopeful-sweep-40","finished","-","","","2025-02-03T23:03:55.000Z","4211","ye0zge1d","relu","256","0.3","true","3","0.00001","0.1","0.00001","mean","focal","CosineAnnealingLR","","","","256","true","5","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/hopeful-sweep-40_78dqjkcb/model_epoch_18_loss_0.9399.pt","0.9771849431140268","0.7124142517572896","0.9771010014553376","0.02909644264134908","0.7335450365343981","0.977306699663558","0.7124012147956684","0.9771849431140268","0.9339733421231536","0.6524992799502105","0.9386926410924592","0.12145171288989091","0.6807198872321316","0.9660930793041516","0.6973225472882435","0.9339733421231536"
"lilac-sweep-39","finished","-","","","2025-02-03T12:24:09.000Z","38382","ye0zge1d","relu","256","0.4","true","2","0.0001","0.2","0.000001","mean","focal","ReduceLROnPlateau","","","","512","true","5","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/lilac-sweep-39_iwnvxim6/model_epoch_93_loss_0.8146.pt","0.8718013015219475","0.2689521067425759","0.8562472046121264","0.29446974435269707","0.30458539242603466","0.858063618786631","0.27658990148184537","0.8718013015219475","0.8247460909334378","0.25002349545212404","0.8091056391864402","0.47645640561455177","0.254981176808801","0.8206733472998471","0.27378290241524067","0.8247460909334378"
"graceful-sweep-38","finished","-","","","2025-02-03T12:06:03.000Z","1083","ye0zge1d","relu","64","0.2","true","0","0","0.2","0.0001","mean","focal","ReduceLROnPlateau","","","","256","false","1","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/graceful-sweep-38_0q6y31lz/model_epoch_0_loss_0.7555.pt","0.2115964068610995","0.015570239685657664","0.14071207094721458","1.2236898423598666","0.015627395352364987","0.16353048884841662","0.0255543494425629","0.2115964068610995","0.19529881955460332","0.00808658685045033","0.06685530251141669","1.247167492415437","0.004766503547073343","0.040534275451104024","0.029776647642702218","0.19529881955460332"
"whole-sweep-37","finished","-","","","2025-02-03T11:44:25.000Z","1295","ye0zge1d","relu","256","0.4","true","0","0.00001","0.05","0.0001","mean","focal","CosineAnnealingLR","","","","128","true","5","16","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/whole-sweep-37_ouox7s9o/model_epoch_2_loss_0.7483.pt","0.49926996671371776","0.03999512446427151","0.40958468982563184","0.6642665519354013","0.05744778835526994","0.4081107537259427","0.05258167275992253","0.49926996671371776","0.11969263097175584","0.00630852766987938","0.0375792813069489","0.6930306230720721","0.01713707041136418","0.18694160119403555","0.02990116379119954","0.11969263097175584"
"rural-sweep-36","finished","-","","","2025-02-03T10:29:17.000Z","4502","ye0zge1d","relu","128","0.2","true","0","0.00001","0.2","0.001","mean","focal","CosineAnnealingLR","","","","512","false","4","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/rural-sweep-36_2isw3mo4/model_epoch_6_loss_0.9456.pt","0.9723558032590628","0.6906071463429722","0.9739358743124203","0.9528005346501588","0.6563551112612244","0.9763595819057196","0.7611593588648824","0.9723558032590628","0.9348385900578892","0.7053867727111837","0.942909495810969","1.0019494530401731","0.7136172240366878","0.9679463526450583","0.7460746314785407","0.9348385900578892"
"bright-sweep-35","finished","-","","","2025-02-03T09:18:58.000Z","4215","ye0zge1d","gelu","64","0.3","true","0","0.0001","0.2","0.00001","mean","focal","CosineAnnealingLR","","","","512","true","6","8","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/bright-sweep-35_pfxmajbz/model_epoch_0_loss_0.0124.pt","0.000036400551670583094","0.00000357854865149445","7.757774863400965e-9","1.2241845510082463","0.0000017894707889424077","3.8793133354356566e-9","0.016791044776119403","0.000036400551670583094","0.0000412022826064564","0.0000012298682103972442","3.3951162974234302e-9","1.2482546401432224","6.14959441887409e-7","1.6976280919822995e-9","0.014925373134328358","0.0000412022826064564"
"logical-sweep-34","finished","-","","","2025-02-03T08:42:29.000Z","2184","ye0zge1d","gelu","128","0.2","true","3","0","0.1","0.00001","mean","focal","ReduceLROnPlateau","","","","512","true","2","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/logical-sweep-34_rz6ul51a/model_epoch_3_loss_0.9544.pt","0.9834337044841436","0.8283288490568803","0.9835002938923972","0.016587910154931645","0.8287731538004095","0.9837005705822578","0.8333916325413511","0.9834337044841436","0.945386374405142","0.836159485466066","0.948058165332634","0.11276672089864548","0.8528851969404102","0.9708451118786504","0.8584920088618474","0.945386374405142"
"revived-sweep-33","finished","-","","","2025-02-03T08:12:31.000Z","1792","ye0zge1d","relu","256","0.2","true","0","0.00001","0.01","0.0001","mean","focal","ReduceLROnPlateau","","","","256","false","1","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/revived-sweep-33_v4w57irz/model_epoch_17_loss_0.9556.pt","0.9842102495864492","0.8815053935664374","0.9847292487131436","0.08494843565714286","0.8739226643113438","0.9858043956822192","0.8954326845355534","0.9842102495864492","0.9451391607095032","0.8367521625636299","0.9501867653477486","0.14822666237228796","0.8370115949108121","0.9720218398714096","0.8820280227580511","0.9451391607095032"
"floral-sweep-32","finished","-","","","2025-02-03T07:12:58.000Z","3569","ye0zge1d","relu","256","0.1","true","2","0.0001","0.1","0.0001","mean","focal","ReduceLROnPlateau","","","","256","false","5","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/floral-sweep-32_mvebdiac/model_epoch_14_loss_0.9572.pt","0.9832395682085672","0.732664013035849","0.9828432871422806","0.027225762774867025","0.7600282570513761","0.9832774438519496","0.7280668278660898","0.9832395682085672","0.9460868132094518","0.7345077720597791","0.9454166188442352","0.09671462985049738","0.7498000178340081","0.960662504683906","0.7443735583180968","0.9460868132094518"
"zesty-sweep-31","finished","-","","","2025-02-03T06:24:30.000Z","2905","ye0zge1d","relu","128","0.1","true","2","0","0.05","0.00001","mean","focal","CosineAnnealingLR","","","","128","false","4","2","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/zesty-sweep-31_gr41ezrc/model_epoch_19_loss_0.9032.pt","0.935227240555068","0.3455895212511025","0.9233615608283414","0.1991445347936689","0.3657663854888021","0.9225023879835056","0.3527115494805925","0.935227240555068","0.8956758204404524","0.30233946976209725","0.8915124149214172","0.2338396051016293","0.3099525880590315","0.9070403245031003","0.31758510468708373","0.8956758204404524"
"dauntless-sweep-30","finished","-","","","2025-02-03T00:30:26.000Z","21240","ye0zge1d","relu","128","0.4","true","3","0","0.2","0.00001","mean","focal","ReduceLROnPlateau","","","","512","true","6","8","adam","","","","","","","","","","","","","","","","","","","","cls","1","0","models/dauntless-sweep-30_0papm9e4/model_epoch_36_loss_0.9593.pt","0.9870939821799076","0.8802319671091176","0.9865082160719112","0.017319827947237906","0.8886233845458759","0.9878219748348886","0.8786340536823299","0.9870939821799076","0.9578500648935953","0.7894219504303222","0.9590585840164408","0.12597984042796798","0.792779134483475","0.9759115796521672","0.8272445416039186","0.9578500648935953"
"sweet-sweep-29","finished","-","","","2025-02-03T00:06:45.000Z","1414","ye0zge1d","relu","64","0.1","true","0","0","0","0.001","mean","focal","ReduceLROnPlateau","","","","128","false","5","4","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/sweet-sweep-29_6fnw8gl8/model_epoch_0_loss_0.1130.pt","0.1841018568325858","0.011274237201943984","0.13060004141938286","0.467492700124441","0.010099734384350956","0.10560461991127844","0.014990467630076752","0.1841018568325858","0.26765002781154074","0.006302648912329775","0.11302257849698658","0.49426386851881177","0.003994776534500608","0.07163653738751855","0.014925373134328358","0.26765002781154074"
"fiery-sweep-28","finished","-","","","2025-02-02T23:53:43.000Z","780","ye0zge1d","relu","256","0.3","true","1","0.00001","0.01","0.001","mean","focal","CosineAnnealingLR","","","","128","false","1","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/fiery-sweep-28_0iz4wdkc/model_epoch_5_loss_0.9572.pt","0.9813467395216968","0.8106887695885442","0.9818153230373516","0.01677511633213756","0.79229948625087","0.9825894184677","0.8353510336656426","0.9813467395216968","0.9538946457633752","0.8090025459350962","0.9567318908005292","0.09226594463382896","0.8068041138814904","0.9733264529766732","0.837845431837952","0.9538946457633752"
