"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","batch_size","dropout_rate","embedding","focal_gamma","l1_lambda","label_smoothing","learning_rate","loss_reduction","loss_type","lr_scheduler","method","metric.goal","metric.name","model_dim","norm_first","num_encoder_layers","num_heads","optimizer","parameters.activations","parameters.batch_sizes","parameters.dropout_rates","parameters.embeddings","parameters.focal_gammas","parameters.l1_lambdas","parameters.label_smoothings","parameters.learning_rates","parameters.loss_reductions","parameters.loss_types","parameters.lr_schedulers","parameters.model_dims","parameters.norm_firsts","parameters.num_encoder_layerss","parameters.num_headss","parameters.optimizers","parameters.pooling_types","parameters.pos_encoding_scalings","parameters.weight_decays","pooling_type","pos_encoding_scaling","weight_decay","best_model_path","train/accuracy","train/f1_macro","train/f1_weighted","train/loss","train/precision_macro","train/precision_weighted","train/recall_macro","train/recall_weighted","val/accuracy","val/f1_score_macro","val/f1_score_weighted","val/loss","val/precision_macro","val/precision_weighted","val/recall_macro","val/recall_weighted"
"honest-sweep-66","finished","-","","","2025-02-07T11:26:04.000Z","8905","8l41p0nn","gelu","256","0.4","true","1","0.0001","0.01","0.001","mean","focal","ReduceLROnPlateau","","","","512","false","2","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/honest-sweep-66_ft84qq2p/model_epoch_26_loss_0.9611.pt","0.969878499356882","0.6217185262012576","0.9700685791734832","0.038443398447695086","0.6280945168432865","0.9711087034738212","0.6394520676164428","0.969878499356882","0.9578101710330192","0.7119651403104651","0.9589623097587748","0.06533664780999383","0.7375386706638524","0.9693647805950784","0.7255672145425546","0.9578101710330192"
"hearty-sweep-65","finished","-","","","2025-02-07T09:04:03.000Z","8517","8l41p0nn","relu","128","0.4","true","1","0.00001","0","0.0001","mean","focal","ReduceLROnPlateau","","","","512","false","4","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/hearty-sweep-65_bykpgaf8/model_epoch_9_loss_0.9689.pt","0.9862869792921088","0.8186659476804296","0.9865666502217484","0.01074563176046721","0.8128918341067065","0.9871313129506716","0.8446401415348163","0.9862869792921088","0.9658439228961928","0.8117666479337418","0.968690769398446","0.05099178843456336","0.8053762226488795","0.979239326988389","0.8483693959187218","0.9658439228961928"
"pleasant-sweep-64","finished","-","","","2025-02-07T04:22:08.000Z","16913","8l41p0nn","gelu","128","0.1","true","0","0.0001","0.2","0.000001","mean","focal","ReduceLROnPlateau","","","","128","true","6","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/pleasant-sweep-64_k2xfuham/model_epoch_51_loss_0.9359.pt","0.8533075744454067","0.4657072863722537","0.8877615835060421","1.0073028899802536","0.4445696112078441","0.9414261983662392","0.5255709917344229","0.8533075744454067","0.9275699163782432","0.473813188869684","0.9329830414617658","1.0201698085954112","0.4767245566418588","0.9481296268844908","0.5081037835433426","0.9275699163782432"
"prime-sweep-63","finished","-","","","2025-02-07T03:05:14.000Z","4610","8l41p0nn","relu","128","0.3","true","3","0","0.2","0.0001","mean","focal","CosineAnnealingLR","","","","256","true","5","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0","models/prime-sweep-63_psd9dtkx/model_epoch_8_loss_0.9770.pt","0.992400444802017","0.8938874810361465","0.9922270153633248","0.008925116850152006","0.8944990260709","0.9926562261965344","0.8971751867380173","0.992400444802017","0.9747113659904504","0.8683559252560632","0.9744310472575588","0.06707248386768729","0.8796314374932428","0.9823140733551126","0.8773402240396251","0.9747113659904504"
"zesty-sweep-62","finished","-","","","2025-02-07T00:29:09.000Z","9360","8l41p0nn","relu","128","0.2","true","2","0.0001","0.01","0.00001","mean","focal","CosineAnnealingLR","","","","128","false","6","8","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/zesty-sweep-62_emwhe9jw/model_epoch_36_loss_0.9611.pt","0.9749926976627395","0.6291908200061189","0.9751240083456082","0.030437333571770395","0.6489415938436032","0.9760908214429106","0.6350358493480175","0.9749926976627395","0.957885961144936","0.5932182708267166","0.9594742640723508","0.06254909241632108","0.6054690498751076","0.9701765545887396","0.6137612779271507","0.957885961144936"
"pleasant-sweep-61","finished","-","","","2025-02-06T22:43:43.000Z","6321","8l41p0nn","relu","128","0.2","true","1","0.0001","0.05","0.00001","mean","focal","CosineAnnealingLR","","","","128","true","4","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/pleasant-sweep-61_ay882hte/model_epoch_31_loss_0.9588.pt","0.9748645864827332","0.5848357129498831","0.9743327382806992","0.05780075283263062","0.5967253086801256","0.9744376155588842","0.588020305664632","0.9748645864827332","0.9540459288078216","0.5871567205397599","0.9582827262924568","0.08005778398815422","0.6006570373316417","0.9718949565692412","0.6094612135061435","0.9540459288078216"
"golden-sweep-60","finished","-","","","2025-02-06T20:57:56.000Z","6314","8l41p0nn","relu","64","0.1","true","3","0","0.1","0.001","mean","focal","ReduceLROnPlateau","","","","512","false","2","8","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/golden-sweep-60_bmpcpnfh/model_epoch_13_loss_0.9722.pt","0.9881830247562045","0.7673357985305721","0.9879881381506396","0.01285694379729827","0.7668367086169569","0.9881584832150784","0.7737541756976604","0.9881830247562045","0.9703408028699188","0.748606785811314","0.9712097598291548","0.061420248764519646","0.7667410719688985","0.9805950640029906","0.7758355599108936","0.9703408028699188"
"light-sweep-59","finished","-","","","2025-02-06T20:03:47.000Z","3244","8l41p0nn","gelu","128","0.2","true","0","0","0","0.00001","mean","focal","CosineAnnealingLR","","","","256","false","2","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/light-sweep-59_xgny05f0/model_epoch_16_loss_0.9715.pt","0.9881061580482006","0.8333433679886221","0.9883657489138944","0.014588770488998473","0.8277623584853279","0.9888751657255788","0.8570048243440277","0.9881061580482006","0.9642775939165804","0.8330323031380119","0.9672828867431794","0.06761764745261321","0.8260443289616966","0.9794169297185392","0.8780164240727003","0.9642775939165804"
"smooth-sweep-58","finished","-","","","2025-02-06T13:48:12.000Z","22529","8l41p0nn","gelu","256","0.3","true","2","0","0.1","0.000001","mean","focal","CosineAnnealingLR","","","","512","false","2","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/smooth-sweep-58_742aclu6/model_epoch_75_loss_0.8184.pt","0.8734569008368223","0.3048124592561467","0.8494833219851499","0.237535699498919","0.3781832795590994","0.8731758484862246","0.31620333678617657","0.8734569008368223","0.8441250031579214","0.262934311026314","0.8171857182404424","0.2405850844037148","0.28495605074633346","0.8193059400565013","0.28727220035401746","0.8441250031579214"
"eager-sweep-57","finished","-","","","2025-02-06T06:55:02.000Z","24785","8l41p0nn","gelu","128","0.3","true","1","0","0.1","0.000001","mean","focal","CosineAnnealingLR","","","","512","true","2","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/eager-sweep-57_ygvttjd8/model_epoch_79_loss_0.9731.pt","0.986645690596127","0.6833623957620172","0.986434870811156","0.03586591252041828","0.7006013530596368","0.9864350342128562","0.6843218229813013","0.986645690596127","0.9706944900588635","0.7198720388511164","0.972018759334844","0.10403255503070766","0.7341887611088804","0.9824268904878216","0.7434085838273872","0.9706944900588635"
"misunderstood-sweep-56","finished","-","","","2025-02-06T06:23:49.000Z","1844","8l41p0nn","gelu","64","0.1","true","1","0","0.2","0.00001","mean","focal","CosineAnnealingLR","","","","512","true","1","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/misunderstood-sweep-56_z45m63ct/model_epoch_1_loss_0.6118.pt","0.540198726062426","0.03649076748807342","0.4360012318896019","0.8328347906616868","0.029877338498973633","0.38860047658059765","0.0523597753658353","0.540198726062426","0.5698153247606296","0.03829830728265946","0.47459347603741575","0.838011179582753","0.03245173831020243","0.443292169183443","0.05927889223952683","0.5698153247606296"
"distinctive-sweep-55","finished","-","","","2025-02-06T05:16:38.000Z","4028","8l41p0nn","gelu","128","0.2","true","2","0","0.1","0.000001","mean","focal","ReduceLROnPlateau","","","","128","true","4","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/distinctive-sweep-55_dxn4fbdt/model_epoch_17_loss_0.5201.pt","0.6431847414460166","0.08528858732873595","0.5456271825792328","0.5857717153478841","0.10577162711494004","0.5172312998788983","0.09827898212217744","0.6431847414460166","0.6093019730692469","0.05883253811283836","0.5178809949108523","0.5777560385004167","0.0711249564621451","0.49161477748010335","0.08478016492493898","0.6093019730692469"
"worldly-sweep-54","finished","-","","","2025-02-06T04:31:39.000Z","2696","8l41p0nn","gelu","256","0.2","true","1","0","0.05","0.0001","mean","focal","CosineAnnealingLR","","","","256","false","5","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/worldly-sweep-54_a3c5q3hv/model_epoch_3_loss_0.9750.pt","0.9919392445539936","0.8789189249644968","0.9919068168516442","0.01091730358901612","0.8659335379823413","0.9921110073502036","0.897667832306351","0.9919392445539936","0.9726397695980598","0.849180339395961","0.9747316625947882","0.06802018754064075","0.8632810569041224","0.9849135251527472","0.8703528673597112","0.9726397695980598"
"true-sweep-53","finished","-","","","2025-02-06T04:03:50.000Z","1663","8l41p0nn","relu","128","0.1","true","2","0.0001","0.01","0.001","mean","focal","CosineAnnealingLR","","","","128","false","4","2","adam","","","","","","","","","","","","","","","","","","","","mean","1","0","models/true-sweep-53_3jmoenmy/model_epoch_5_loss_0.9652.pt","0.979799429136582","0.7146753046698033","0.9800700145139704","0.019842927409450477","0.7003405996864726","0.980645384940536","0.7367299679462526","0.979799429136582","0.9595280802364652","0.7746809195595025","0.9636353494794124","0.050867599804299855","0.8179188753711547","0.978788373585012","0.7897365265136366","0.9595280802364652"
"dulcet-sweep-52","finished","-","","","2025-02-06T02:45:32.000Z","4695","8l41p0nn","gelu","128","0.4","true","3","0","0.05","0.00001","mean","focal","ReduceLROnPlateau","","","","256","true","2","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/dulcet-sweep-52_y4o9nxto/model_epoch_24_loss_0.9357.pt","0.9456039929692583","0.37970715199204186","0.9378549999660738","0.1311831960424048","0.42386834582891875","0.9447284526490884","0.3876587364177016","0.9456039929692583","0.9288583482808276","0.3444679361542217","0.9204218691947426","0.11768675215782658","0.3472026701489376","0.9238379732733588","0.363358440760204","0.9288583482808276"
"fragrant-sweep-51","finished","-","","","2025-02-06T01:30:16.000Z","4510","8l41p0nn","relu","256","0.4","true","1","0.0001","0.2","0.00001","mean","focal","CosineAnnealingLR","","","","128","false","2","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/fragrant-sweep-51_5e62jzxp/model_epoch_49_loss_0.9508.pt","0.9522862721183952","0.4082162308522236","0.9491019042264324","0.16253116044312285","0.4617577611041437","0.9484800470962014","0.4128399943063653","0.9522862721183952","0.9460374403152868","0.4029849878428621","0.9490474185879836","0.17125915606175698","0.4297822769360955","0.9630158221630974","0.4238387384023304","0.9460374403152868"
"kind-sweep-50","finished","-","","","2025-02-05T22:43:05.000Z","10028","8l41p0nn","relu","128","0.3","true","0","0.0001","0.2","0.0001","mean","focal","CosineAnnealingLR","","","","256","false","5","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/kind-sweep-50_w888p9dk/model_epoch_32_loss_0.9611.pt","0.9629861178725344","0.5504664576911105","0.9662319029460724","0.9753721749977988","0.5600409071629449","0.9709908549998092","0.5790925774065526","0.9629861178725344","0.95361645150696","0.5357906446557362","0.9585700619296774","1.0054749842612971","0.5441064565147556","0.973632050801248","0.5688345422535246","0.95361645150696"
"valiant-sweep-49","finished","-","","","2025-02-05T21:02:50.000Z","6000","8l41p0nn","relu","64","0.4","true","1","0.00001","0.05","0.001","mean","focal","ReduceLROnPlateau","","","","256","false","4","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0","models/valiant-sweep-49_xmh03xmo/model_epoch_17_loss_0.9692.pt","0.9824128972087136","0.6867924181889083","0.9823000645527772","0.031861261352457745","0.6882278856652361","0.9824554008104036","0.6947893874840301","0.9824128972087136","0.968900790743501","0.7238476111263588","0.9685179979359616","0.07496836463043909","0.7354249341563748","0.9777278368770208","0.7460238622483715","0.968900790743501"
"vague-sweep-48","finished","-","","","2025-02-05T20:14:09.000Z","2917","8l41p0nn","gelu","128","0.3","true","0","0.00001","0","0.0001","mean","focal","ReduceLROnPlateau","","","","256","true","4","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/vague-sweep-48_60z2ttjx/model_epoch_2_loss_0.8463.pt","0.5249842423248592","0.11318026576761173","0.4990752024542876","0.312703165597603","0.1105933991741511","0.5228461535415078","0.13060341196417843","0.5249842423248592","0.8047646717024985","0.16940312313952988","0.7640515504560049","0.28460744758767464","0.15596140630736863","0.7468472022080878","0.20021849456950364","0.8047646717024985"
"breezy-sweep-47","finished","-","","","2025-02-05T19:54:44.000Z","1161","8l41p0nn","relu","128","0.2","true","3","0.0001","0","0.0001","mean","focal","CosineAnnealingLR","","","","128","false","4","2","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/breezy-sweep-47_1cm7aes8/model_epoch_1_loss_0.7458.pt","0.4097969181574538","0.02053756431773319","0.28330158764776353","0.4096887043655896","0.01575187425265745","0.2168154670915776","0.029651565149439636","0.4097969181574538","0.4342015511709572","0.017111853892237346","0.2837576976562185","0.3927062553744162","0.012612622640350317","0.2177046148272236","0.029433558561507263","0.4342015511709572"
"dazzling-sweep-46","finished","-","","","2025-02-05T10:35:11.000Z","33568","8l41p0nn","gelu","256","0.3","true","1","0.00001","0.05","0.000001","mean","focal","CosineAnnealingLR","","","","512","false","4","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/dazzling-sweep-46_xhx4clpq/model_epoch_63_loss_0.9646.pt","0.9798455491613842","0.6587552769049992","0.9796145190432712","0.0407463804895588","0.6898139819812882","0.979648271942375","0.6531325312729712","0.9798455491613842","0.9578101710330192","0.6861824383956088","0.9622356390393249","0.1039068178844548","0.705311291164315","0.9765621851400754","0.7009392010102207","0.9578101710330192"
"leafy-sweep-45","finished","-","","","2025-02-05T09:23:47.000Z","4279","8l41p0nn","gelu","64","0.3","true","2","0.00001","0.2","0.0001","mean","focal","CosineAnnealingLR","","","","128","true","6","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/leafy-sweep-45_tek10h3z/model_epoch_12_loss_0.9730.pt","0.9914063020451668","0.8331664745867601","0.9911507062392138","0.017085044350702655","0.8503989016847122","0.9914247448851028","0.8291607315158548","0.9914063020451668","0.965540762448526","0.8294126195075187","0.9663833759967112","0.07006092143564643","0.8415568246597965","0.9765435114287784","0.8506836647909828","0.965540762448526"
"misty-sweep-44","finished","-","","","2025-02-04T20:28:38.000Z","46504","8l41p0nn","relu","128","0.4","true","1","0.0001","0.2","0.000001","mean","focal","CosineAnnealingLR","","","","512","true","5","8","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/misty-sweep-44_tavakbjz/model_epoch_65_loss_0.8010.pt","0.8534561834142141","0.22224978809295273","0.8287863280184545","0.38846227752380685","0.25879837089959734","0.83419179231781","0.23860737097957124","0.8534561834142141","0.8242932572063765","0.2059476124223017","0.7989858715387866","0.5114331954909909","0.21798481998523045","0.8096406723884348","0.2427558525343098","0.8242932572063765"
"wandering-sweep-43","finished","-","","","2025-02-04T19:04:06.000Z","5069","8l41p0nn","gelu","128","0.2","true","2","0.0001","0.01","0.00001","mean","focal","CosineAnnealingLR","","","","256","false","2","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/wandering-sweep-43_bu9pn35d/model_epoch_22_loss_0.9617.pt","0.9759355959475872","0.6377143907439576","0.9762810977362448","0.02931775402170835","0.6643568081623844","0.9774328336410344","0.6514598137089632","0.9759355959475872","0.9585933355228254","0.6356934899936577","0.9602708216598652","0.05600749479396449","0.6463419094544646","0.9711320881063906","0.6593645339143921","0.9585933355228254"
"resilient-sweep-42","finished","-","","","2025-02-04T18:44:21.000Z","1183","8l41p0nn","relu","256","0.4","true","1","0.0001","0","0.0001","mean","focal","ReduceLROnPlateau","","","","128","false","5","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/resilient-sweep-42_1q326ij0/model_epoch_1_loss_0.1548.pt","0.29671574178935445","0.006830476438766864","0.13578956218132904","0.4682492802449323","0.004428593161035141","0.08804023142560687","0.014925373134328358","0.29671574178935445","0.31958163858221966","0.007229374921955612","0.15479515739341332","0.46653643269692696","0.004769875202719697","0.10213242371889648","0.014925373134328358","0.31958163858221966"
"worldly-sweep-41","finished","-","","","2025-02-04T17:40:48.000Z","3801","8l41p0nn","gelu","256","0.1","true","3","0.00001","0","0.0001","mean","focal","ReduceLROnPlateau","","","","512","false","1","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/worldly-sweep-41_4fva6qht/model_epoch_15_loss_0.9713.pt","0.9889824385194448","0.8721410714137342","0.9892773305000452","0.003950739823512765","0.8577906028783447","0.9897925209544342","0.8921479413082578","0.9889824385194448","0.966349190308971","0.8365174803690583","0.9687153395677328","0.02873454369724758","0.8386378452302006","0.9799253977439288","0.8670511134664103","0.966349190308971"
"graceful-sweep-40","finished","-","","","2025-02-04T17:08:29.000Z","1934","8l41p0nn","relu","256","0.2","true","1","0.0001","0.2","0.0001","mean","focal","CosineAnnealingLR","","","","128","true","1","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/graceful-sweep-40_488obcnq/model_epoch_22_loss_0.9731.pt","0.9889004473642404","0.6730586215154081","0.9881774874752728","0.04113275697790477","0.72147913749489","0.9882882363645206","0.6749384832729164","0.9889004473642404","0.9707197534295026","0.6570500402399624","0.9719347420254716","0.0922412795765746","0.6622488311706825","0.980713871611802","0.6865571200228326","0.9707197534295026"
"fallen-sweep-39","finished","-","","","2025-02-04T16:30:09.000Z","2296","8l41p0nn","relu","64","0.2","true","3","0.0001","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","128","true","2","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/fallen-sweep-39_zl266q70/model_epoch_9_loss_0.9681.pt","0.981388007768662","0.579179323234591","0.9801930241168432","0.04360475708965258","0.602647707900472","0.9795852054212856","0.5729511540133696","0.981388007768662","0.9617512568526893","0.5716104865504833","0.9641339710852992","0.08127683682637887","0.5995137866052206","0.976259707498962","0.5830340060663219","0.9617512568526893"
"unique-sweep-38","finished","-","","","2025-02-04T15:04:22.000Z","5142","8l41p0nn","relu","256","0.4","true","3","0.0001","0.1","0.0001","mean","focal","ReduceLROnPlateau","","","","128","true","6","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/unique-sweep-38_w6vl5x12/model_epoch_25_loss_0.9566.pt","0.9662760129751004","0.5382945180001877","0.963900083801886","0.04932545438692032","0.5721887062989832","0.965183259463246","0.5376854242646077","0.9662760129751004","0.952808023646515","0.499150406592491","0.9547752323182638","0.09631114219946246","0.5152655597153893","0.9679551030712352","0.5228526284300269","0.952808023646515"
"ethereal-sweep-37","finished","-","","","2025-02-04T13:16:36.000Z","6462","8l41p0nn","gelu","256","0.3","true","1","0.0001","0.1","0.000001","mean","focal","CosineAnnealingLR","","","","256","true","4","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/ethereal-sweep-37_1orf260g/model_epoch_15_loss_0.3513.pt","0.10462071404047288","0.017356908594153765","0.13446740721749764","0.8946526283361652","0.02213462736909557","0.2009852747996845","0.021969376849635687","0.10462071404047288","0.4208372281029735","0.02352047334794214","0.29388047162653014","0.8267810490823562","0.019601460063176864","0.2380344564911881","0.04013120042444063","0.4208372281029735"
"volcanic-sweep-36","finished","-","","","2025-02-04T10:27:12.000Z","10155","8l41p0nn","gelu","256","0.4","true","3","0.0001","0.05","0.0001","mean","focal","CosineAnnealingLR","","","","512","true","2","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/volcanic-sweep-36_rqytkbkl/model_epoch_26_loss_0.9699.pt","0.97797512593329","0.6550991692466327","0.9775796706157748","0.02659122431638552","0.6863692423270149","0.9776011361188008","0.6504173040463572","0.97797512593329","0.9669555112043048","0.6918628021729682","0.9683223770336684","0.0496778066660608","0.7058286396030383","0.9787937018640538","0.7018890947928095","0.9669555112043048"
