"Name","State","Notes","User","Tags","Created","Runtime","Sweep","activation","batch_size","dropout_rate","embedding","focal_gamma","l1_lambda","label_smoothing","learning_rate","loss_reduction","loss_type","lr_scheduler","method","metric.goal","metric.name","model_dim","norm_first","num_encoder_layers","num_heads","optimizer","parameters.activations","parameters.batch_sizes","parameters.dropout_rates","parameters.embeddings","parameters.focal_gammas","parameters.l1_lambdas","parameters.label_smoothings","parameters.learning_rates","parameters.loss_reductions","parameters.loss_types","parameters.lr_schedulers","parameters.model_dims","parameters.norm_firsts","parameters.num_encoder_layerss","parameters.num_headss","parameters.optimizers","parameters.pooling_types","parameters.pos_encoding_scalings","parameters.weight_decays","pooling_type","pos_encoding_scaling","weight_decay","best_model_path","train/accuracy","train/f1_macro","train/f1_weighted","train/loss","train/precision_macro","train/precision_weighted","train/recall_macro","train/recall_weighted","val/accuracy","val/f1_score_macro","val/f1_score_weighted","val/loss","val/precision_macro","val/precision_weighted","val/recall_macro","val/recall_weighted"
"curious-sweep-35","finished","-","","","2025-02-04T02:10:55.000Z","29771","8l41p0nn","gelu","128","0.2","true","0","0.00001","0","0.000001","mean","focal","ReduceLROnPlateau","","","","512","true","2","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/curious-sweep-35_20cyq2cx/model_epoch_94_loss_0.9684.pt","0.9857694101248828","0.8043805235044627","0.9860701517650654","0.017220424520859465","0.8126258071131046","0.9867043690727344","0.8220459439710335","0.9857694101248828","0.9659449763787484","0.8176460781620047","0.9681853588820972","0.06336642216380325","0.8115786701031409","0.9775674700864656","0.8558048653533116","0.9659449763787484"
"radiant-sweep-34","finished","-","","","2025-02-04T01:44:15.000Z","1595","8l41p0nn","relu","256","0.3","true","2","0","0.1","0.0001","mean","focal","CosineAnnealingLR","","","","128","true","4","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/radiant-sweep-34_7yuj8qzh/model_epoch_0_loss_0.4227.pt","0.46543304141065783","0.02914535463613402","0.3500491980202863","0.7099397626179387","0.026436993153931707","0.30950438688465165","0.04125820447046208","0.46543304141065783","0.43483313543693","0.018975433624569053","0.3428331279801728","0.6912076561681686","0.01667191754118741","0.318923008785148","0.029445563614175583","0.43483313543693"
"sparkling-sweep-33","finished","-","","","2025-02-04T00:22:31.000Z","4902","8l41p0nn","relu","128","0.2","true","1","0.00001","0.1","0.0001","mean","focal","CosineAnnealingLR","","","","128","false","5","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/sparkling-sweep-33_vt0lh1t3/model_epoch_12_loss_0.9764.pt","0.9915549110139744","0.8677773933058516","0.9914427606267208","0.01751810524837862","0.8738330516842026","0.9916661392140608","0.8675325248960338","0.9915549110139744","0.9747366293610894","0.8524299688934747","0.9755872959494468","0.07495834003991238","0.8496054377261844","0.9840050151789658","0.8845274460051697","0.9747366293610894"
"daily-sweep-32","finished","-","","","2025-02-03T23:07:11.000Z","4515","8l41p0nn","relu","256","0.1","true","0","0","0.01","0.0001","mean","focal","CosineAnnealingLR","","","","128","false","6","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/daily-sweep-32_hnxe9bkv/model_epoch_20_loss_0.9722.pt","0.9919289956595932","0.897056790875528","0.9919533727817196","0.0778362114924747","0.8977813716968193","0.9922372985508988","0.9131274259092382","0.9919289956595932","0.966323926938332","0.8530135786583253","0.969529185673253","0.11109474935839252","0.8544321733665637","0.9825259183328836","0.8812812800303335","0.966323926938332"
"different-sweep-31","finished","-","","","2025-02-03T22:42:38.000Z","1468","8l41p0nn","gelu","128","0.4","true","3","0.00001","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","128","false","5","8","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/different-sweep-31_tp9imh6n/model_epoch_0_loss_0.3247.pt","0.29671574178935445","0.006830476438766864","0.13578956218132904","1.1330624892281704","0.004428593161035141","0.08804023142560687","0.014925373134328358","0.29671574178935445","0.31958163858221966","0.007229374921955612","0.15479515739341332","1.097264455210778","0.004769875202719697","0.10213242371889648","0.014925373134328358","0.31958163858221966"
"helpful-sweep-30","finished","-","","","2025-02-03T19:42:19.000Z","10814","8l41p0nn","gelu","64","0.2","true","3","0","0.1","0.00001","mean","focal","ReduceLROnPlateau","","","","256","true","5","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/helpful-sweep-30_65k4dfc5/model_epoch_30_loss_0.9755.pt","0.9923696981188156","0.9044444350818696","0.9922552662166284","0.006225261786725554","0.9055609613463677","0.9923577942099032","0.905838282251804","0.9923696981188156","0.9754440037389788","0.8464740096885872","0.9752911202993856","0.05747706586832265","0.849269160225769","0.983452245943454","0.8704817653290555","0.9754440037389788"
"clean-sweep-29","finished","-","","","2025-02-03T19:25:33.000Z","1000","8l41p0nn","relu","256","0.3","true","1","0.0001","0.05","0.001","mean","focal","ReduceLROnPlateau","","","","128","true","2","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/clean-sweep-29_ow7qsqtp/model_epoch_4_loss_0.9648.pt","0.9813367632966594","0.6735994369184228","0.9811204803628196","0.03841402644333021","0.6914169102043805","0.9811004087544573","0.6697567620154289","0.9813367632966594","0.9584670186696308","0.6996114989334447","0.9630544876690872","0.06928160342598154","0.7095714776583344","0.9760613909554878","0.7127190707011909","0.9584670186696308"
"spring-sweep-28","finished","-","","","2025-02-03T17:37:16.000Z","6492","8l41p0nn","gelu","256","0.3","true","3","0","0.2","0.000001","mean","focal","CosineAnnealingLR","","","","128","false","5","4","adam","","","","","","","","","","","","","","","","","","","","mean","1","0","models/spring-sweep-28_qdpw4btk/model_epoch_38_loss_0.8696.pt","0.89047518998888","0.35398443137412855","0.8815346736393771","0.21972003183663283","0.3767444710269189","0.8815205531152509","0.35785066693049694","0.89047518998888","0.8773210721774499","0.33196490403899404","0.8587162759553503","0.23621930672276403","0.3467728492072833","0.859987719476206","0.35886555021810934","0.8773210721774499"
"sweet-sweep-27","finished","-","","","2025-02-03T16:00:41.000Z","5792","8l41p0nn","gelu","64","0.3","true","2","0.0001","0.05","0.0001","mean","focal","ReduceLROnPlateau","","","","512","true","2","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/sweet-sweep-27_yd1voemr/model_epoch_11_loss_0.9681.pt","0.978907775323737","0.5886609322911708","0.9777128263024598","0.03992470570446443","0.6041689406987444","0.977430424607508","0.5879435821572689","0.978907775323737","0.9670313013162216","0.6055088563190113","0.968080711906286","0.0725059347823837","0.6225936780138173","0.9780745159282284","0.6264974711751357","0.9670313013162216"
"young-sweep-26","finished","-","","","2025-02-03T13:05:41.000Z","10495","8l41p0nn","relu","128","0.1","true","0","0.00001","0.01","0.00001","mean","focal","CosineAnnealingLR","","","","512","true","2","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/young-sweep-26_5a5g76st/model_epoch_29_loss_0.9728.pt","0.9899919546178956","0.8842634409859292","0.9901681528575156","0.0804947680039484","0.8734845442950923","0.99050909913311","0.9027000016478846","0.9899919546178956","0.9675113053583608","0.8453802330404895","0.97226194994753","0.11103289591208582","0.8419683000476984","0.984613466652919","0.8959552452665279","0.9675113053583608"
"wise-sweep-25","finished","-","","","2025-02-03T12:45:20.000Z","1219","8l41p0nn","relu","64","0.2","true","2","0","0.05","0.001","mean","focal","CosineAnnealingLR","","","","256","true","1","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/wise-sweep-25_k3ad2gbc/model_epoch_2_loss_0.9729.pt","0.989761354493884","0.8394745357783322","0.9898329076231918","0.01053258141134169","0.8261231691576199","0.9899737695324464","0.8565853695437651","0.989761354493884","0.9653133921127756","0.8464703656919141","0.9684128016272048","0.055103339994048664","0.8548311176272699","0.9830199864068476","0.8780116982591808","0.9653133921127756"
"confused-sweep-24","finished","-","","","2025-02-03T10:40:47.000Z","7468","8l41p0nn","relu","256","0.4","true","2","0.00001","0","0.000001","mean","focal","ReduceLROnPlateau","","","","512","true","1","4","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/confused-sweep-24_niaz9no7/model_epoch_37_loss_0.7092.pt","0.6270888527900053","0.1742646631358418","0.6487825377584094","0.2050722804540575","0.1762295374910955","0.6881842451916058","0.19130559325223853","0.6270888527900053","0.7408483439860546","0.17232810842983218","0.7081456716854133","0.22151855667752604","0.18790838626694673","0.7410065877733107","0.20241177164005764","0.7408483439860546"
"silver-sweep-23","finished","-","","","2025-02-03T10:02:00.000Z","2321","8l41p0nn","relu","128","0.3","true","2","0.00001","0","0.0001","mean","focal","ReduceLROnPlateau","","","","512","true","2","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/silver-sweep-23_14kyfkn2/model_epoch_0_loss_0.8354.pt","0.46012411411119025","0.0333315488304852","0.35912019305840875","0.4427907672475596","0.04775684853599195","0.3653286838191292","0.042337951203841616","0.46012411411119025","0.4343531313947907","0.017119871967550476","0.28342980642469096","0.4122398982124944","0.014256333641361163","0.2308242791909254","0.029440626591326177","0.4343531313947907"
"fanciful-sweep-22","finished","-","","","2025-02-03T09:34:59.000Z","1616","8l41p0nn","relu","256","0.3","true","2","0.00001","0.1","0.0001","mean","focal","CosineAnnealingLR","","","","512","false","1","4","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/fanciful-sweep-22_9hzfg7ag/model_epoch_2_loss_0.9643.pt","0.9540644552968848","0.35647198810292163","0.942779314453868","0.20677096967928377","0.4133177963753057","0.9453513023662286","0.3578045217649895","0.9540644552968848","0.9368163100320844","0.3292578890890218","0.9254037569319992","0.1813967965783611","0.32702260158749985","0.9242384135729464","0.34445153393087413","0.9368163100320844"
"ethereal-sweep-21","finished","-","","","2025-02-03T09:22:27.000Z","748","8l41p0nn","gelu","256","0.3","true","2","0.0001","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","128","false","2","4","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/ethereal-sweep-21_isd9h0th/model_epoch_1_loss_0.9709.pt","0.986625192807326","0.6594314067003596","0.985932968066925","0.03539325822044657","0.6807003947744815","0.9857713599049382","0.6574615954668502","0.986625192807326","0.9636712730212464","0.6496610667919316","0.966102088020258","0.08654703269562414","0.6541822453623064","0.9761994068502808","0.677343669395248","0.9636712730212464"
"zesty-sweep-20","finished","-","","","2025-02-03T08:58:10.000Z","1455","8l41p0nn","gelu","64","0.3","true","0","0","0","0.000001","mean","focal","ReduceLROnPlateau","","","","256","false","1","2","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/zesty-sweep-20_jfe1qib4/model_epoch_4_loss_0.3278.pt","0.11213315363605152","0.01957682598279031","0.13603522124201833","0.4635508480277218","0.02255231773678292","0.20411700478718184","0.02190628462010679","0.11213315363605152","0.3827905919207741","0.02924732455965028","0.3017248343106709","0.43492087798858114","0.02833137830941162","0.27199339839508396","0.04157291605215031","0.3827905919207741"
"summer-sweep-19","finished","-","","","2025-02-03T08:22:42.000Z","2126","8l41p0nn","relu","128","0.3","true","3","0.00001","0.1","0.001","mean","focal","CosineAnnealingLR","","","","256","true","5","4","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/summer-sweep-19_10balf0o/model_epoch_0_loss_0.7760.pt","0.7399650512700943","0.12923311774457807","0.6865613226690732","0.3780344850508893","0.15940886784140568","0.6670507902711043","0.1354966008320744","0.7399650512700943","0.7960235454614355","0.1388776954224605","0.7451903546059155","0.30294688118080937","0.1270326705854244","0.7144580717549206","0.1603142309417553","0.7960235454614355"
"zany-sweep-18","finished","-","","","2025-02-03T07:48:12.000Z","2069","8l41p0nn","gelu","256","0.3","true","0","0.00001","0.1","0.001","mean","focal","ReduceLROnPlateau","","","","128","false","4","4","adam","","","","","","","","","","","","","","","","","","","","cls","1","0","models/zany-sweep-18_ccofmq2m/model_epoch_9_loss_0.9694.pt","0.9846266583992253","0.7635080298514053","0.9852166245622228","0.5273080812681705","0.7520205602879362","0.9861227690402012","0.7939323782953712","0.9846266583992253","0.962104944041634","0.7610912455690104","0.9674472428720856","0.5632068534051219","0.7568843615621309","0.9826860813482116","0.7988227889768965","0.962104944041634"
"zesty-sweep-17","finished","-","","","2025-02-03T06:24:00.000Z","5048","8l41p0nn","gelu","128","0.4","true","1","0.00001","0","0.00001","mean","focal","CosineAnnealingLR","","","","512","true","4","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/zesty-sweep-17_gjx5m5ed/model_epoch_1_loss_0.5300.pt","0.22352838687526583","0.011312559149265254","0.1555838908308502","0.4344259074867749","0.012367221677308292","0.12944855828001314","0.01494339698637775","0.22352838687526583","0.31958163858221966","0.007229374921955612","0.15479515739341332","0.4333234013088288","0.004769875202719697","0.10213242371889648","0.014925373134328358","0.31958163858221966"
"blooming-sweep-16","finished","-","","","2025-02-03T05:13:24.000Z","4233","8l41p0nn","relu","128","0.1","true","2","0.0001","0.2","0.00001","mean","focal","ReduceLROnPlateau","","","","256","false","4","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/blooming-sweep-16_7wv1kyxq/model_epoch_12_loss_0.9661.pt","0.9842269515176052","0.6321758799666755","0.9833530076136426","0.046122084757862766","0.6586189044924897","0.9831889653619308","0.6298936783517706","0.9842269515176052","0.9614228330343836","0.6080141978644659","0.9659530392868948","0.09365809946396056","0.6187995970265787","0.9800322864893576","0.6360844434609826","0.9614228330343836"
"trim-sweep-15","finished","-","","","2025-02-02T21:33:16.000Z","27606","8l41p0nn","relu","128","0.3","true","2","0.0001","0.1","0.000001","mean","focal","ReduceLROnPlateau","","","","512","false","1","16","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/trim-sweep-15_40jm95eg/model_epoch_143_loss_0.9609.pt","0.9769297387044372","0.5873014312990652","0.9762964619976704","0.0514433099958496","0.6205235133423371","0.9761784110557544","0.5863549402264625","0.9769297387044372","0.9602101912437158","0.5872316392004785","0.9609279892821648","0.09694666482297884","0.5972158204709439","0.9704698765414974","0.6119341737765585","0.9602101912437158"
"neat-sweep-14","finished","-","","","2025-02-02T20:19:18.000Z","4434","8l41p0nn","gelu","64","0.3","true","2","0","0.05","0.0001","mean","focal","CosineAnnealingLR","","","","512","false","2","2","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0","models/neat-sweep-14_kdzs5q7e/model_epoch_7_loss_0.9730.pt","0.9912884397595608","0.8545603495762498","0.991233561575003","0.008741283958149817","0.8513995945246333","0.9914700540273456","0.8614338238294021","0.9912884397595608","0.96637445367961","0.8525424152819377","0.9709395871136608","0.07424141552216909","0.8579222223886721","0.984232646539767","0.8784791658495313","0.96637445367961"
"copper-sweep-13","finished","-","","","2025-02-02T20:05:33.000Z","820","8l41p0nn","relu","128","0.3","true","2","0.0001","0.05","0.001","mean","focal","CosineAnnealingLR","","","","256","false","1","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.01","models/copper-sweep-13_j4gslojg/model_epoch_0_loss_0.9590.pt","0.9693916768728572","0.5700130561347588","0.9679360591268152","0.04502767955578986","0.5694791498476764","0.9668996787678192","0.5772416593522978","0.9693916768728572","0.9580122779981304","0.6040608966688851","0.9577260042119294","0.05756107655113503","0.6111913618775823","0.9672174841664576","0.638068972016075","0.9580122779981304"
"swept-sweep-12","finished","-","","","2025-02-02T18:54:43.000Z","4245","8l41p0nn","relu","128","0.2","true","2","0","0.1","0.0001","mean","focal","CosineAnnealingLR","","","","512","true","2","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/swept-sweep-12_5k6jm37q/model_epoch_7_loss_0.9769.pt","0.9923287025412134","0.8813482428775635","0.9921929296353776","0.009403280672949089","0.8762524595770219","0.9924818051675448","0.8902375833984678","0.9923287025412134","0.9747871561023672","0.8381529467020038","0.9747406803190496","0.06234859564136704","0.836186297473016","0.9819567726041258","0.8582442663741409","0.9747871561023672"
"polished-sweep-11","finished","-","","","2025-02-02T17:14:20.000Z","6018","8l41p0nn","gelu","256","0.1","true","3","0.0001","0.01","0.00001","mean","focal","ReduceLROnPlateau","","","","128","false","6","4","adam","","","","","","","","","","","","","","","","","","","","cls","1","0","models/polished-sweep-11_7pnwegzh/model_epoch_29_loss_0.9611.pt","0.974464879601113","0.6481324264463678","0.974770134001682","0.02524169148855292","0.6774264274105922","0.9758894608331692","0.6554240894572556","0.974464879601113","0.9577596442917414","0.6483687275422495","0.9608981952575236","0.05304957463616325","0.6523939147528316","0.9734169445187454","0.6847638223870794","0.9577596442917414"
"dauntless-sweep-10","finished","-","","","2025-02-02T16:46:53.000Z","1641","8l41p0nn","relu","64","0.4","true","1","0.0001","0.01","0.000001","mean","focal","ReduceLROnPlateau","","","","128","true","1","8","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/dauntless-sweep-10_zkbq6jeb/model_epoch_6_loss_0.4676.pt","0.28301809442306414","0.039623908729112485","0.2967378385275214","0.468295161025446","0.04102169599466262","0.32117262040976063","0.04296620303518723","0.28301809442306414","0.445847965035495","0.03689775921126076","0.3552809138155103","0.41638904345343686","0.033948981287764045","0.3114425447751286","0.05568512889988488","0.445847965035495"
"earnest-sweep-9","finished","-","","","2025-02-02T14:57:42.000Z","6546","8l41p0nn","relu","256","0.1","true","3","0","0.05","0.000001","mean","focal","CosineAnnealingLR","","","","512","false","2","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/earnest-sweep-9_5yj2ae1h/model_epoch_16_loss_0.9494.pt","0.948273829960593","0.4955145077955668","0.947691493787211","0.06503531042374133","0.5104690968272082","0.9483160484807298","0.5010544757180018","0.948273829960593","0.9486395674910948","0.5060800227376197","0.9468716952010034","0.08942934960847901","0.5249663249603876","0.955725749412969","0.5285381319290157","0.9486395674910948"
"iconic-sweep-8","finished","-","","","2025-02-02T12:52:03.000Z","7509","8l41p0nn","relu","64","0.4","true","3","0.00001","0.1","0.00001","mean","focal","CosineAnnealingLR","","","","128","false","6","2","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/iconic-sweep-8_rauk8j9d/model_epoch_29_loss_0.9641.pt","0.9851083564360494","0.6594379809902348","0.9847599978879562","0.02386617666973015","0.6928123348900637","0.9847730372546988","0.6563778254717089","0.9851083564360494","0.9631912689791072","0.6440932420692589","0.9633998589386538","0.06015622577184569","0.660956585730539","0.972007486090232","0.6655277104015586","0.9631912689791072"
"firm-sweep-7","finished","-","","","2025-02-02T12:37:11.000Z","886","8l41p0nn","gelu","64","0.1","true","1","0.00001","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","128","false","1","8","adam","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/firm-sweep-7_dg4f68ns/model_epoch_0_loss_0.6245.pt","0.6538179693865525","0.06117000441371659","0.5487542945771222","0.7142376679670616","0.05167947528686306","0.4808066845322851","0.0781596556734967","0.6538179693865525","0.6308516282242377","0.052009260637589434","0.5647491532829292","0.6835620319034441","0.04644484296049985","0.5320273779515706","0.0728487923799082","0.6308516282242377"
"light-sweep-6","finished","-","","","2025-02-02T10:31:43.000Z","7524","8l41p0nn","relu","64","0.3","true","3","0","0.01","0.001","mean","focal","ReduceLROnPlateau","","","","512","false","5","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.1","models/light-sweep-6_n11g0yh7/model_epoch_3_loss_0.1548.pt","0.5856679460703177","0.0963149986649372","0.5389464489830602","0.2409862562012477","0.09487439457244191","0.536088905433898","0.11545492149771285","0.5856679460703177","0.31958163858221966","0.007229374921955612","0.15479515739341332","0.9923838513733304","0.004769875202719697","0.10213242371889648","0.014925373134328358","0.31958163858221966"
"winter-sweep-5","finished","-","","","2025-02-02T10:03:29.000Z","1691","8l41p0nn","relu","128","0.1","true","1","0.0001","0.1","0.0001","mean","focal","ReduceLROnPlateau","","","","128","true","4","16","adam","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/winter-sweep-5_b8qk1hav/model_epoch_0_loss_0.5384.pt","0.29671574178935445","0.006830476438766864","0.13578956218132904","0.8526961847602343","0.004428593161035141","0.08804023142560687","0.014925373134328358","0.29671574178935445","0.31958163858221966","0.007229374921955612","0.15479515739341332","0.8547547242333812","0.004769875202719697","0.10213242371889648","0.014925373134328358","0.31958163858221966"
"soft-sweep-4","finished","-","","","2025-02-02T09:02:02.000Z","3683","8l41p0nn","gelu","128","0.1","true","1","0.00001","0.01","0.00001","mean","focal","CosineAnnealingLR","","","","256","true","1","2","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0","models/soft-sweep-4_nhq5blfp/model_epoch_30_loss_0.9758.pt","0.989166918618654","0.8539936842662108","0.9893166484026168","0.01139197045589843","0.8492011123538391","0.9895860389373304","0.8644751292819233","0.989166918618654","0.9728924033044488","0.8329545352232272","0.9754849548825048","0.04280368565345153","0.8283892381750765","0.984716121595355","0.8713800747531228","0.9728924033044488"
"spring-sweep-3","finished","-","","","2025-02-02T04:29:21.000Z","16358","8l41p0nn","relu","128","0.3","true","0","0.0001","0.01","0.000001","mean","focal","ReduceLROnPlateau","","","","256","false","2","16","adamw","","","","","","","","","","","","","","","","","","","","mean","1","0.01","models/spring-sweep-3_pow8jumd/model_epoch_89_loss_0.9362.pt","0.9434414762507496","0.5442587104297826","0.9450332296017862","0.13537095952229422","0.5434378854444392","0.9500971175842512","0.561780642391009","0.9434414762507496","0.9296920395119116","0.5236846611713772","0.932797819256156","0.16798386350274086","0.5354273982490179","0.9445671968292128","0.5466215187110253","0.9296920395119116"
"resilient-sweep-2","finished","-","","","2025-02-02T03:43:28.000Z","2747","8l41p0nn","relu","64","0.2","true","1","0.0001","0.2","0.001","mean","focal","ReduceLROnPlateau","","","","256","true","6","4","adamw","","","","","","","","","","","","","","","","","","","","cls","1","0.1","models/resilient-sweep-2_4x5wpwjh/model_epoch_0_loss_0.9649.pt","0.9832635554439564","0.5891979548810752","0.9820927243779676","0.06386469140408377","0.6216212870409827","0.9818380511561796","0.5844409776939098","0.9832635554439564","0.9615996766288558","0.5899314302448017","0.9627140917971778","0.1252747872858773","0.6113399560483329","0.9712127848578486","0.5964040224290544","0.9615996766288558"
"ancient-sweep-1","finished","-","","","2025-02-01T13:52:43.000Z","49841","8l41p0nn","gelu","64","0.1","true","0","0","0.05","0.000001","mean","focal","ReduceLROnPlateau","","","","512","true","5","4","adam","","","","","","","","","","","","","","","","","","","","cls","1","0","models/ancient-sweep-1_3owejxuw/model_epoch_69_loss_0.9714.pt","0.989899714568291","0.8744200909758073","0.9900223710276086","0.2912919645524416","0.8554637456147237","0.990303186819899","0.9033200639540916","0.989899714568291","0.9678902559179444","0.8327667190818485","0.9691363952117678","0.3250277708728402","0.8194445245977814","0.9777577972823542","0.8750350678324434","0.9678902559179444"
